id,분야,조항,쪽,질문,본문
q42,공공서비스,§18,61,"과태료 부과를 위해 개인정보가 필요한데, 다른 공공기관이 보유 중인 개인정보를 제공받을 수 있나요?","#### 과태료 부과를 위해 개인정보가 필요한데, 다른 공공기관이 보유 중인 개인정보를 제공받을 수 있나요? 

네, 「질서위반행위규제법」 제23조에 따라 행정청이 과태료의 부과·징수를 위하여 자료나 정보의 제공을 요청하는 경우, 해당 행정청은 다른 공공기관으로부터 개인정보를 제공 받을 수 있습니다. 

- 개인정보처리자는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 다른 법률에 특별한 규정이 있는 경우 정보주체의 개인정보를 수집한 목적 외의 용도로 이용하거나 제3자에게 제공할 수 있습니다(보호법 제18조 제2항 제2호). 

- 행정청은 과태료의 부과·징수를 위하여 필요한 때에는 관계 행정기관, 지방자치단체, 그 밖에 대통령령으로 정하는 공공기관(이하 ‘공공기관등’)의 장에게 그 필요성을 소명 하여 자료 또는 정보의 제공을 요청할 수 있으며, 그 요청을 받은 공공기관등의 장은 ｢ 

- 특별한 사정이 없는 한 이에 응하여야 합니다( 질서위반행위규제법 ｣ 제23조). 

- ｢ 

- - 질서위반행위규제법 ｣ 제23조는 제공을 요청할 수 있는 개인정보 항목을 구체적으로 열거하고 있지는 않지만, 개인에 대한 과태료의 부과·징수를 위하여 관계기관 등에 요청하는 자료 또는 정보에는 개인정보가 포함될 수 있음이 합리적으로 예견되므로, 보호법 제18조 제2항 제2호의 ‘다른 법률의 특별한 규정’에 해당합니다(개인정보보호 위원회 결정 제2019-23-370호, 제2020-04-051호). 

- 따라서 행정청이 「질서위반행위규제법」 제23조에 따라 제공을 요청하는 경우라면, 요청을 받은 공공기관등의 장은 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있는지 여부를 고려하여 행정청으로부터 요청받은 개인정보를 제공할 수 있습니다."
q43,공공서비스,§18,62,병무청에서 병역이행사항을 확인·점검하기 위하여 공공기관에 개인정보를 요청한 경우 해당 공공기관은 개인정보를 제공해도 될까요?,"#### 병무청에서 병역이행사항을 확인·점검하기 위하여 공공기관에 개인정보를 요청한 경우 해당 공공기관은 개인정보를 제공해도 될까요? 

네, 공공기관은 「병역법」 제81조 제2항에 따른 병역이행사항 확인·점검에 필요한 개인 정보를 병무청에 제공할 수 있습니다. 

- 개인정보처리자는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 다른 법률에 특별한 규정이 있는 경우 정보주체의 개인정보를 수집한 목적 외의 용도로 이용하거나 제3자에게 제공할 수 있습니다(보호법 제18조 제2항 제2호). 

- 병무청장은 국가기관·지방자치단체 및 공공기관에 대하여 병역이행사항 확인·점검에 필요한 자료의 제공을 대통령령으로 정하는 바에 따라 요청할 수 있으며, 자료제공을 요청받은 기관의 장은 특별한 사유가 없으면 그 요청에 따라야 합니다(「병역법」 제81조 제2항). 

- 「병역법」 제81조는 제공을 요청할 수 있는 개인정보 항목을 구체적으로 열거하고 있지는 않지만, 소관 업무의 목적과 성격 등을 고려하였을 때, 병무청장이 요청 또는 요구할 수 있는 자료에 개인정보가 포함될 수 있음이 합리적으로 예견되므로 보호법 제18조 제2항 제2호의 ‘다른 법률의 특별한 규정’에 해당합니다(개인정보보호위원회 결정 제2023-102-003호). 

- 따라서 병무청이 「병역법」 제81조 제2항에 따라 자료의 제공을 요청하는 경우라면 요청을 받은 국가기관·지방자치단체 및 공공기관은 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있는지 여부를 고려하여 개인정보를 제공할 수 있습니다."
q44,공공서비스,§18,63,지방자치단체가 재난피해자 유족과 가족을 지원하기 위하여 경찰로부터 개인정보를 제공받을 수 있을까요?,"#### 지방자치단체가 재난피해자 유족과 가족을 지원하기 위하여 경찰로부터 개인정보를 제공받을 수 있을까요? 

시·도 및 시·군·구는 재난안전법에 따른 재난으로 사망하거나 실종된 사람의 유족 및 가족을 지원하기 위하여 경찰로부터 성명과 휴대전화번호를 제공받을 수 있습니다. 

- 공공기관인 개인정보처리자는 개인정보를 목적 외로 이용하거나 제3자에게 제공하지 아니하면 다른 법률에서 정하는 소관 업무를 수행할 수 없는 경우로서 보호위원회의 심의·의결을 거친 경우에는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 개인정보를 당초 수집한 목적 외로 이용하거나 제3자에게 제공 할 수 있습니다(보호법 제18조 제2항 제5호). 

- 시·도 및 시·군·구는 재해구호법상 구호기관으로 재난안전법에 따른 재난으로 사망한 사람의 유족 및 실종된 사람의 가족 등 이재민을 대상으로 임시주거시설 제공, 장사 (葬事)의 지원, 심리회복 지원 등 구호와 관련된 조치를 하여야 한다고 규정하고 있고 (「재해구호법」 제2조, 제4조 및 제7조), 

- 개인정보보호위원회는 재난피해자의 유족 및 가족을 지원하는 것이 시·도 및 시·군· 구의 법률상 소관 업무이며, 시·도 및 시·군·구가 경찰로부터 유족 및 가족의 성명과 휴대전화번호를 제공받지 않으면 해당 소관 업무 수행이 불가능하거나 현저히 곤란 하므로 보호법 제18조 제2항 제5호에 따라 제공받을 수 있다고 의결한 바 있습니다 (개인정보보호위원회 결정 제2024-119-036호). 

- 따라서 시·도 및 시·군·구는 경찰로부터 재난피해자 유족과 가족의 성명 및 휴대전화 번호를 제공받아 임시주거시설 제공, 장사(葬事)의 지원, 심리회복 지원 등 법률상 소관 업무를 수행할 수 있습니다."
q45,공공서비스,"§15, §18",64,"은행이 고객으로부터 사기이용계좌로의 자금이체 요청을 받은 경우, 보이스 피싱 피해 방지를 위해 은행이 임시로 자금이체를 중단시키고 고객에게 사실을 확인하기 위하여 개인정보를 이용할 수 있나요?","은행이 고객으로부터 사기이용계좌로의 자금이체 요청을 받은 경우, 보이스피싱 피해 방지를 위해 은행이 임시로 자금이체를 중단시키고 고객에게 사실을 확인하기 위하여 개인정보를 이용할 수 있나요? 

네, 보이스피싱 피해가 예상되는 급박한 상황은 ‘명백히 정보주체 또는 제3자의 급박한 재산의 이익을 위하여 필요하다고 인정되는 경우’에 해당하므로 은행은 보이스피싱 피해 방지를 위해 고객의 개인정보를 이용할 수 있습니다. 

- 개인정보처리자는 ‘명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우’ 개인정보를 수집하여 그 목적 범위에서 이용할 수 있으며(보호법 제15조 제1항 제5호), 

- ‘명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우’에는 ‘정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외’하고는 개인정보를 목적 외 용도로 이용할 수 있습니다(보호법 제18조 제2항 제3호). 

- ･ ･ 

- - 생명 신체 재산상의 이익을 보호해야 하는 상황이 급박해야 하므로, 정보주체 또는 ･ ･ 

- 제3자의 생명 신체 재산상의 이익을 보호해야 하는 상황에서 단시간 내 조치가 반드시 요구되는 상황이라면 급박성을 인정할 수 있습니다. 

- 고객(정보주체)이 은행에 사기이용계좌로의 자금이체를 요청하여 보이스피싱 피해가 예상되는 급박한 상황은 ‘명백히 정보주체 또는 제3자의 급박한 재산의 이익을 위하여 필요하다고 인정되는 경우’에 해당하므로 은행은 임시로 자금이체를 중단시키고 고객 에게 사실 확인을 하기 위해 고객의 개인정보를 이용할 수 있습니다."
q46,공공서비스,§15,65,긴급하게 인명 구조가 필요한 상황에서 가족 등 보호자 동의 없이 개인 정보를 수집하여 이용할 수 있나요?,"### 긴급하게 인명 구조가 필요한 상황에서 가족 등 보호자 동의 없이 개인정보를 수집하여 이용할 수 있나요? 

네, 긴급하게 인명 구조가 필요한 상황에서는 골든타임 내 구조를 위해 개인정보를 수집하여 이용할 수 있습니다. 

- 개인정보처리자는 ‘명백히 정보주체 또는 제3자의 급박한 생명, 신체, 재산의 이익을 위하여 필요하다고 인정되는 경우’에는 개인정보를 수집하여 이용할 수 있도록 규정 하고 있으므로(보호법 제15조 제1항 제5호), 긴급하게 인명 구조가 필요한 상황에서는 골든타임 내 구조를 위해 보호자의 동의 없이도 우선 조치할 수 있습니다. 

- ※ 2023년 보호법 개정을 통해 종전의 요건 중 ‘정보주체 또는 그 법정대리인이 의사표시를 할 수 ･ ･ 

- 없는 상태에 있거나 주소불명 등으로 사전 동의를 받을 수 없는 경우’를 삭제하여 급박한 생명 신체 ･ 

- 재산의 이익을 보호하기 위해 필요한 경우에는 우선하여 개인정보를 수집 이용(제15조 제1항 제5호) ･ 

- 하거나 제3자에게 제공(제17조 제1항 제2호, 제18조 제2항 제3호)할 수 있게 하였으므로, 생명 신체 등을 구조해야 하는 급박한 상황에서 보호법을 이유로 골든타임을 놓치는 사례가 발생하지 않도록 유의해야 합니다."
q47,공공서비스,§18,66,지방자치단체가 체납 지방세 징수를 위하여 공공기관에 체납자의 개인정보를 요청한 경우 개인정보를 제공해도 되나요?,"### 지방자치단체가 체납 지방세 징수를 위하여 공공기관에 체납자의 개인정보를 요청한 경우 개인정보를 제공해도 되나요? 

정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 「지방세 기본법」 또는 「지방세징수법」에 따라 개인정보를 제공할 수 있습니다. 

- 개인정보처리자는 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있을 때를 제외하고 다른 법률에 특별한 규정이 있는 경우 정보주체의 개인정보를 목적 외의 용도로 이용하거나 제3자에게 제공할 수 있습니다(보호법 제18조 제2항 제2호). 

- ｢ 지방세기본법 ｣ 제130조 제2항 ･ 제3항에 따라 지방자치단체의 장은 과세자료로 활용할 가치가 있다고 인정되는 자료가 있으면 그 자료를 보유한 과세자료제출기관의 장에게 수집 협조를 요청할 수 있고, 이러한 요청을 받은 해당 과세자료제출기관의 장은 정당한 ｢ 

- 사유가 없으면 협조하여야 합니다. 또한, 지방세징수법 ｣ 제36조 제1항은 세무공무원이 체납처분을 집행하면서 압류할 재산의 소재 또는 수량을 알고자 할 때에는 장부, 서류, 그 밖의 물건의 검사 또는 제출을 요구할 수 있다고 규정하고 있습니다. 

- ※ 과세자료제출기관의 범위에는 공공기관이 포함됩니다(「지방세기본법」 제127조 제4호). 

- 해당 조항은 보호법 제18조 제2항 제2호의 ‘다른 법률의 특별한 규정’에 해당합니다 (개인정보보호위원회 결정 제2024-120-037호). 

- 따라서, 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 없다면 해당 조항에 따라 개인정보를 제공할 수 있습니다."
q48,민간사업자,§22,69,고객에게 홍보 자료와 포인트 제공에 대한 동의를 받으려고 하는데 ARS를 통하여 개인정보 처리 동의를 받아도 되나요?,"고객에게 홍보 자료와 포인트 제공에 대한 동의를 받으려고 하는데 ARS를 통하여 개인정보 처리 동의를 받아도 되나요? 

###### 네, 개인정보 처리(수집·이용, 제공 등)에 대한 동의를 받기 위해 ARS를 이용할 수 있습니다. 

- 개인정보처리자가 정보주체의 개인정보 제공 동의를 받을 때에는 각각의 동의 사항을 구분하여 정보주체가 이를 명확하게 인지할 수 있도록 알리고 동의를 받아야 하며, 이 경우 서면, 전화, 인터넷, 전자우편 등의 방법으로 개인정보 수집 동의를 받을 수 있습니다(보호법 제22조 제1항, 보호법 시행령 제17조 제2항). 

- 다만, 전화로 동의를 받는 경우 동의에 대한 입증책임은 개인정보처리자가 부담하고, 전화 통화에 응했다는 사실만으로는 동의의사가 있다고 볼 수 없으므로 정보주체의 음성을 녹음하는 등의 방법으로 동의의사를 확인받는 것이 필요합니다. 그리고 동의 받은 내용은 해당 개인정보를 파기할 때까지 보관하여야 합니다."
q49,민간사업자,§15,70,정보주체가 아닌 다른 사람의 동의를 받아 개인정보를 수집할 수 있나요?,"#### 정보주체가 아닌 다른 사람의 동의를 받아 개인정보를 수집할 수 있나요? 

보호법상 개인정보를 수집·이용할 수 있는 별도의 근거가 없다면 정보주체 본인으로부터 동의를 받아야 합니다. 

- 개인정보처리자는 정보주체와 체결한 계약을 이행하거나 계약을 체결하는 과정에서 정보주체의 요청에 따른 조치를 이행하기 위하여 필요한 경우, 개인정보처리자의 정당한 이익을 달성하기 위하여 필요한 경우로서 명백하게 정보주체의 권리보다 우선하는 경우 등에는 정보주체의 동의 없이 개인정보를 수집하여 그 수집 목적의 범위에서 이용할 수 있습니다(보호법 제15조 제1항). 

- 만약 정보주체의 동의 없이 개인정보를 수집할 수 있는 경우(보호법 제15조 제1항 제2호~제7호)가 아니라면 정보주체의 동의를 받아 개인정보를 수집하여야 하며 (보호법 제15조 제1항 제1호), 이 경우 동의는 해당 개인정보의 ‘정보주체’로부터 받아야 합니다."
q50,민간사업자,§32,71,민간의 일반회사는 개인정보파일 보유기간을 어떻게 정해야 하나요?,"#### 민간의 일반회사는 개인정보파일 보유기간을 어떻게 정해야 하나요? 

###### 수집 목적에 필요한 최소한의 기간으로 정하면 됩니다. 

- 개인정보처리자가 보유기간을 정할 때에는 수집 목적에 필요한 최소한으로 정해야 하고, 이 입증책임은 개인정보처리자에게 있습니다(보호법 제16조). 

- 공공기관<sup>＊</sup> 과 달리 민간의 일반회사는 개인정보를 처리하는 다양한 경우가 있어 표준 지침에서 일반적인 개인정보파일 보유기간을 규정하고 있지 않으나, 다음 몇 가지 사례는 참고할 수 있을 것입니다. 

1. 홈페이지 회원가입의 경우 해당 사업자, 단체 회원탈퇴 시까지 

2. 홈페이지 이용과정에서 채권, 채무관계가 발생한 경우 해당 채권 채무관계 정산 시까지 

3. 재화 또는 서비스 제공의 경우 재화 또는 서비스 공급완료, 요금결제, 정산완료 시까지 

4. 관계 법령 위반에 따른 수사, 조사 등이 진행 중인 경우에는 해당 수사, 조사 등의 종료 시까지 

5. 「전자상거래 등에서의 소비자 보호에 관한 법률 시행령」 제6조 제1항에 따라 표시·광고에 관한 기록은 6개월, 소비자의 불만 또는 분쟁처리에 관한 기록은 3년, 계약 또는 청약철회, 대금결제, 재화 등의 공급기록은 5년 보존 

- ＊ 표준지침 제4장에 공공기관 개인정보 파일 등록 및 공개에 대해 규정하고 있고, 별표 1호에는 개인 정보파일 보유기간 책정기준표 규정"
q52,민간사업자,§27,73,운영하던 필라테스 학원을 다른 사람에게 영업 양도하면서 기존 고객 정보를 넘길 때 이를 고객에게 고지해야 하나요?,"운영하던 필라테스 학원을 다른 사람에게 영업 양도하면서 기존 고객 정보를 넘길 때 이를 고객에게 고지해야 하나요? 

네, 영업 양도·양수 계약 이후 실제 이전되기 전에 서면 등의 방법으로 이전 사실 등을 정보주체에게 알려야 합니다. 

- 개인정보처리자는 영업 양도·합병 등으로 개인정보를 다른 사람에게 이전하는 경우 정보주체에게 서면, 전자우편, 팩스, 전화, 문자전송 또는 이에 상당하는 방법을 이용 하여 미리 개별적으로 알려야 하며, 과실 없이 위와 같은 방법으로 알릴 수 없는 경우 인터넷 홈페이지에 30일 이상 게재하여야 합니다(보호법 제27조 제1항, 보호법 시행령 제29조). 

- 이는 개인정보 이전에 대해 정보주체의 동의를 받지 않는 대신 정보주체가 개인정보 이전에 대하여 거부할 수 있는 기회를 갖도록 하기 위한 것으로, 최소한 정보주체가 이전 사실을 확인하고 회원탈퇴 등의 권리를 행사할 수 있도록 실제 개인정보가 이전 되는 시점이 아닌 계약 체결 이후 실제 이전되기 전에 고지하여야 할 것입니다."
q53,민간사업자,§22,74,회원가입에 필요한 개인정보를 동의 없이 수집해도 되나요?,"#### 회원가입에 필요한 개인정보를 동의 없이 수집해도 되나요? 

네, 회원가입에 필요한 개인정보를 수집하는 것은 정보주체의 요청에 따른 회원가입 이용계약을 체결하기 위한 것이므로, 정보주체로부터 동의 없이 개인정보를 수집할 수 있습니다. 

- 회사(개인정보처리자)는 정보주체와 체결한 계약을 이행하거나 계약을 체결하는 과정 에서 정보주체의 요청에 따른 조치를 이행하기 위하여 필요한 경우 정보주체의 별도의 동의 없이 개인정보를 수집할 수 있으나(보호법 제15조 제1항 제4호), 

- 이 경우 그 목적에 필요한 최소한의 개인정보를 수집하여야 하므로, 회사가 수집하는 개인정보는 회원가입을 위하여 필요한 최소한의 정보여야 합니다(보호법 제16조 제1항)."
q54,민간사업자,§22,75,개인정보 수집 시 약관에 관한 동의만 받아도 되나요?,"#### 개인정보 수집 시 약관에 관한 동의만 받아도 되나요? 

타법에서 별도의 명시적 규정을 두고 있는 경우가 아니라면, 보호법이 정한 방법과 절차에 따른 적법 근거를 갖추어야 합니다. 

- 보호법 제15조 제1항 각 호의 어느 하나에 해당하는 경우 개인정보처리자는 개인정보를 수집하여 그 수집 목적 범위에서 이용할 수 있습니다. 만약 보호법 제15조 제1항 제2호 부터 제7호까지 중 어느 하나에 해당하지 않는다면 제1호에 따라 정보주체의 동의를 받아야 합니다. 

- 정보주체의 동의를 받아 개인정보를 수집하는 경우라면, 동의를 받을 때에는 각각의 동의 사항을 구분하고 법령이 정하는 중요한 내용을 명확히 표시하는 등 정보주체가 이를 명확하게 인지할 수 있도록 알려야 합니다(보호법 제22조 제1항). 

- 즉, 개인정보를 수집하는 경우 목적과 항목 등을 구체적으로 밝히고, 약관과는 별도로 설명하여 자발적인 의사에 따라 동의 여부를 결정하도록 하여야 합니다. 

- ｢ 

- ○ 다만, 개별법(예: 위치정보의 보호 및 이용 등에 관한 법률 ｣ 제18조 및 제19조 등) 에서 약관에 필수항목을 기재한 후 정보주체의 동의를 받도록 특별한 명시적 규정을 두고 있는 경우에는 개별법이 정한 바에 따른 절차와 방법에 의해 약관에 명시하고 정보주체의 동의를 받을 수 있습니다. 그러나, 이 경우에도 필요한 범위에서 최소한의 개인정보를 수집해야 하며, 약관에 규정된 조항이 고객에게 부당하게 불리한 조항에 ｢ 

- 해당하는 경우에는 무효가 될 수 있으니 주의가 필요합니다( 약관의 규제에 관한 법률 ｣ 제6조)."
q55,민간사업자,§37,76,개인정보 수집·이용에 한번 동의하면 취소하지 못한다는 얘기를 들었 는데 사실인가요?,"#### 개인정보 수집·이용에 한번 동의하면 취소하지 못한다는 얘기를 들었는데 사실인가요? 

아니요, 정보주체는 개인정보처리자에 대하여 자신의 개인정보 처리에 대한 동의를 철회할 수 있습니다. 다만, 법률에 특별한 규정이 있는 등 예외적인 경우라면 동의 철회에 따른 조치가 이루어지지 않을 수 있습니다. 

- 정보주체는 개인정보처리자에 대하여 자신의 개인정보 처리에 대한 동의를 철회할 수 있으며, 이 경우 개인정보처리자는 지체 없이 수집된 개인정보를 복구·재생할 수 없도록 파기하는 등 필요한 조치를 하여야 합니다(보호법 제37조 제1항, 제3항). 

- 다만 개인정보처리자는 정보주체가 동의를 철회한 경우라도 보호법 제37조 제2항 각 호*의 어느 하나에 해당하면 동의 철회에 따른 조치를 하지 않을 수 있지만, 이 경우 그 사유를 정보주체에게 지체 없이 알려야 합니다(보호법 제37조 제2항, 제4항). 

- 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피한 경우, 다른 사람의 생명· 신체를 해할 우려가 있거나 다른 사람의 재산과 그 밖의 이익을 부당하게 침해할 우려가 있는 경우, 공공기관이 개인정보를 처리하지 아니하면 다른 법률에서 정하는 소관 업무를 수행할 수 없는 경우, 개인정보를 처리하지 아니하면 정보주체와 약정한 서비스를 제공하지 못하는 등 계약의 이행이 곤란한 경우로서 정보주체가 그 계약의 해지 의사를 명확하게 밝히지 아니한 경우"
q56,민간사업자,§22,77,개인정보 처리방침에 대한 동의를 받는 방식으로 개인정보 수집·이용· 제공 동의를 갈음할 수 있나요?,"#### ･ ･ 개인정보 처리방침에 대한 동의를 받는 방식으로 개인정보 수집 이용 제공 동의를 갈음할 수 있나요? 

개인정보 처리방침에 대한 동의를 받는 방식으로 개인정보 수집·이용 등에 대한 동의를 갈음할 수는 없습니다. 

- 개인정보처리자가 개인정보 수집·이용에 대한 동의를 받을 때에는 ‘개인정보의 수집· 이용 목적, 수집하려는 개인정보의 항목, 개인정보의 보유 및 이용 기간’ 등을, 제3자 제공에 대한 동의를 받을 때에는 ‘개인정보를 제공받는 자, 개인정보를 제공받는 자의 개인정보 이용 목적, 제공하는 개인정보의 항목, 개인정보를 제공받는 자의 개인정보 보유 및 이용 기간’ 등을 정보주체에게 알려야 하고(보호법 제15조 제2항, 제17조 제2항) 

- 수집·이용 동의, 제3자 제공 동의 등 각각의 동의 사항을 구분하여 정보주체가 이를 명확하게 인지할 수 있도록 알리고 각 사항별로 동의를 받아야 합니다(보호법 제22조 제1항). 

- 개인정보 처리방침은 개인정보처리자가 개인정보 처리에 관한 자신의 내부방침을 정하여 공개하는 자율규제 장치의 일종으로, 개인정보 처리방침은 ‘동의받는 사항’ 외에도 개인정보처리자의 ‘개인정보 처리현황’을 담고 있어, 정보주체가 동의 사항을 명확하게 알지 못한 상태에서 동의할 수 있고, 동의를 받을 때 알려야 하는 사항(보호법 제15조 제2항, 제17조 제2항) 및 개인정보 처리방법 등이 구체적이고 명확하게 제시되어 있지 않아 정보주체가 민감정보, 고유식별정보의 처리, 중요 내용 등을 제대로 안내받지 못하게 될 수 있으므로, 개인정보 처리방침에 대한 동의를 받는 방식으로 개인정보의 수집·이용·제공 동의를 갈음할 수 있다고 보기는 어렵습니다."
q57,민간사업자,§22,78,기업이 기존에 수집했던 휴대전화번호를 홍보 또는 판매권유 목적으로 이용해도 되나요?,"#### 기업이 기존에 수집했던 휴대전화번호를 홍보 또는 판매권유 목적으로 이용해도 되나요? 

기업 홍보 또는 판매권유를 목적으로 휴대전화번호를 수집한 것이 아니라면, 수집 목적과 다르게 휴대전화번호를 이용할 수 없습니다. 

- 개인정보처리자는 원칙적으로 당초 수집한 목적 범위를 초과하여 개인정보를 이용 하여서는 안 되므로(보호법 제18조 제1항), 기업이 휴대전화번호를 수집한 당초 목적 범위에 기업 홍보 또는 판매권유가 포함되어 있지 않다면 해당 목적으로 휴대전화 번호를 이용할 수는 없습니다. 

- 다만, 홍보 또는 판매권유 목적으로 휴대전화번호를 이용한다는 사실을 알리고 별도로 정보주체의 동의를 받는 경우 등에는 해당 목적으로 이용할 수 있을 것입니다. 

- 동의를 받는 경우 기업은 재화나 서비스를 홍보하거나 판매를 권유하기 위한 목적 으로 개인정보가 이용되는 것에 대해 정보주체가 명확히 인지할 수 있도록 알려야 ‧ 

- 하며, 다른 개인정보의 수집 이용에 대한 동의(보호법 제15조 제1항 제1호), 개인정보 제공에 대한 동의(보호법 제17조 제1항 제1호), 민감정보 처리에 대한 동의(보호법 제23조 제1항 제1호) 등과 각각 구분하여 동의를 받아야 합니다(보호법 제22조 제1항 제7호)."
q58,민간사업자,§17,79,다수 회사가 제휴서비스 등을 위해 고객정보를 공유하여 처리해도 되나요?,"#### 다수 회사가 제휴서비스 등을 위해 고객정보를 공유하여 처리해도 되나요? 

고객정보의 공유 사실을 정보주체에게 알리고 동의를 받는 등 개인정보의 공유에 관한 적법한 근거를 갖추는 경우 가능합니다. 

- 보호법은 정보주체의 동의를 받은 경우 등의 상황에서 개인정보를 제3자에게 제공 (공유)할 수 있도록 규정하고 있습니다(보호법 제17조 제1항). 

- 따라서, 다수 회사가 포인트 현황 공동 관리와 같은 제휴서비스 등을 목적으로 해당 개인정보를 공유하고자 하는 경우, 

- 개인정보를 공유하는 개인정보처리자(즉, 제휴서비스를 하는 회사) 일체의 명칭, 개인 정보 제공(공유)의 목적, 제공(공유)되는 개인정보의 항목, 개인정보를 제공(공유)받는 자의 개인정보 보유기간 등을 정보주체에게 알리고 동의를 받는다면 가능할 것입니다 (보호법 제17조 제2항)."
q59,민간사업자,§21,80,동의를 받은 기간을 초과하여 개인정보를 보관해도 되나요?,"#### 동의를 받은 기간을 초과하여 개인정보를 보관해도 되나요? 

원칙적으로 개인정보 보유기간의 경과 등으로 그 개인정보가 불필요하게 된 경우에는 지체 없이 파기하여야 합니다. 다만, 법령에 따라 보존하여야 하는 경우에는 해당 법령에 따른 기간 동안 보관할 수 있습니다. 

- 개인정보처리자는 보유기간의 경과, 개인정보의 처리 목적 달성, 가명정보의 처리 기간 경과 등으로 개인정보가 불필요하게 되었을 때에는 지체 없이 그 개인정보를 파기해야 합니다. 

- 다만, 다른 법령에 따라 보존해야 하는 경우에는 해당 법령에 따라 보관할 수 있습니다 (보호법 제21조 제1항). 

- 예를 들어, 「전자상거래 등에서의 소비자보호에 관한 법률」 시행령 제6조*에 따라 보존해야 할 거래기록은 해당 법령에서 정하는 기간만큼 보관할 수 있습니다. 

- 1. 표시ㆍ광고에 관한 기록: 6개월 

   2. 계약 또는 청약철회 등에 관한 기록: 5년 

   3. 대금결제 및 재화등의 공급에 관한 기록: 5년 

   4. 소비자의 불만 또는 분쟁처리에 관한 기록: 3년 

- 한편, 다른 법령에 따라 보존하는 경우에는 해당 개인정보 또는 개인정보파일을 다른 개인정보와 분리하여 보관해야 합니다(보호법 제21조 제3항)."
q60,민간사업자,§20의2,81,"여러 서비스를 제공하는 회사인데, 이용·제공 내역 통지의 요건이 되는 정보주체의 수는 서비스별로 각각 산정해도 되나요?","여러 서비스를 제공하는 회사인데, 이용·제공 내역 통지의 요건이 되는 정보주체의 수는 서비스별로 각각 산정해도 되나요? 

아니요, 하나의 개인정보처리자로서 개인정보를 처리하는 것이라면 처리하는 정보주체의 총 수를 기준으로 산정하여야 합니다. 

- <sup>①</sup> 5만명 이상의 정보주체에 관하여 민감정보 또는 고유식별정보를 처리하는 자 혹은 ②100만명 이상의 정보주체에 관하여 개인정보를 처리하는 자 중 어느 하나에 해당 하는 개인정보처리자는 개인정보의 이용·제공 내역을 주기적으로 정보주체에게 통지 해야 합니다(보호법 제20조의2 제1항, 보호법 시행령 제15조의3 제1항). 

- 이때, 처리하는 개인정보의 정보주체 수 산정 기준은 해당 개인정보처리자가 처리 하는 정보주체 총 수를 기준으로 하며, 개인정보처리자가 전년도 말 기준 직전 3개월간 일일평균* 100만명 이상(민감정보·고유식별정보의 경우 5만명 이상)의 정보주체에 관하여 개인정보를 처리하는 경우에는 이용·제공 내역 통지의 의무가 있습니다(보호법 시행령 제15조의3 제1항). 

- 전년도 10월 1일부터 12월 31일까지 매일 저장·관리되고 있는 정보주체 수의 총합을 92(일)로 나눈 수 

- 따라서, 회사에서 복수의 서비스를 제공하고 있다 하더라도, 하나의 개인정보처리자 로서 개인정보를 처리하는 경우라면, 정보주체의 수는 서비스별로 구분하여 적용하는 것이 아니라, 처리하는 총 수를 기준으로 산정하여야 합니다."
