pickup,dropoff,passengers,distance,fare,tip,total,payment,pickup_borough,dropoff_borough
2019-03-14 20:48:47,2019-03-14 20:57:36,1,1.7,9.0,0.0,12.8,cash,Manhattan,Manhattan
2019-03-15 10:03:08,2019-03-15 10:09:00,1,0.7,5.5,2.6,11.4,credit card,Manhattan,Manhattan
2019-03-22 23:27:30,2019-03-22 23:43:05,1,3.32,13.5,0.0,14.8,cash,Manhattan,Bronx
2019-03-22 08:41:28,2019-03-22 08:46:48,5,0.86,5.5,1.32,10.12,credit card,Manhattan,Manhattan
2019-03-01 22:57:38,2019-03-01 23:10:48,1,2.24,10.5,2.86,17.16,credit card,Manhattan,Manhattan
2019-03-06 23:17:06,2019-03-06 23:24:12,2,1.6,7.5,7.0,18.3,credit card,Manhattan,Manhattan
2019-03-15 12:48:09,2019-03-15 13:38:30,1,21.36,52.0,10.0,71.06,credit card,Manhattan,Queens
2019-03-27 14:16:53,2019-03-27 14:26:31,1,0.6,7.5,2.15,12.95,credit card,Manhattan,Manhattan
2019-03-09 14:10:28,2019-03-09 14:13:33,2,0.5,4.5,1.56,9.36,credit card,Manhattan,Manhattan
2019-03-10 17:12:17,2019-03-10 17:28:39,2,3.25,14.0,2.0,19.3,credit card,Manhattan,Manhattan
2019-03-21 18:53:32,2019-03-21 19:13:53,1,1.57,13.0,2.5,19.8,credit card,Manhattan,Manhattan
2019-03-12 22:12:09,2019-03-12 22:20:04,1,1.59,7.5,2.26,13.56,credit card,Manhattan,Manhattan
2019-03-31 18:49:45,2019-03-31 18:56:55,1,1.2,7.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-13 15:27:53,2019-03-13 15:33:33,1,0.8,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-13 21:25:09,2019-03-13 21:31:52,1,1.68,7.0,2.16,12.96,credit card,Manhattan,Manhattan
2019-03-21 23:27:45,2019-03-21 23:34:16,4,0.87,6.0,0.0,9.8,cash,Manhattan,Manhattan
2019-03-17 00:09:21,2019-03-17 00:20:12,1,2.2,10.0,1.0,14.8,credit card,Manhattan,Manhattan
2019-03-11 14:41:22,2019-03-11 15:08:33,2,8.9,28.5,3.0,40.56,credit card,Queens,Manhattan
2019-03-27 20:09:04,2019-03-27 20:32:38,1,3.21,16.0,3.96,23.76,credit card,Manhattan,Manhattan
2019-03-27 11:31:43,2019-03-27 11:38:14,1,0.8,6.0,1.0,10.3,credit card,Manhattan,Manhattan
2019-03-22 06:30:20,2019-03-22 06:40:57,1,2.34,10.0,2.66,15.96,credit card,Manhattan,Manhattan
2019-03-26 20:05:22,2019-03-26 20:18:28,1,1.8,10.0,1.0,14.8,credit card,Manhattan,Manhattan
2019-03-19 20:43:13,2019-03-19 20:51:01,3,0.6,6.5,0.0,10.3,cash,Manhattan,Manhattan
2019-03-09 11:33:16,2019-03-09 11:58:47,1,4.23,19.0,2.5,24.8,credit card,Manhattan,Manhattan
2019-03-04 16:12:40,2019-03-04 16:19:54,1,1.0,6.5,2.15,12.95,credit card,Manhattan,Manhattan
2019-03-27 10:26:13,2019-03-27 10:50:57,1,2.7,16.0,2.0,21.3,credit card,Manhattan,Manhattan
2019-03-28 19:27:40,2019-03-28 19:53:05,1,4.3,18.5,4.55,27.35,credit card,Manhattan,Brooklyn
2019-03-03 15:17:53,2019-03-03 15:34:10,2,3.1,13.0,3.25,19.55,credit card,Manhattan,Manhattan
2019-03-14 21:09:45,2019-03-14 21:15:38,1,0.92,6.0,1.96,11.76,credit card,Manhattan,Manhattan
2019-03-18 14:45:27,2019-03-18 14:52:24,5,0.9,6.0,1.0,10.3,credit card,Manhattan,Manhattan
2019-03-18 07:48:50,2019-03-18 07:52:48,2,0.83,5.0,1.66,9.96,credit card,Manhattan,Manhattan
2019-03-20 15:10:47,2019-03-20 16:06:20,1,15.58,52.0,11.06,66.36,credit card,Manhattan,Queens
2019-03-08 19:10:22,2019-03-08 19:20:24,6,0.68,7.5,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-16 17:37:27,2019-03-16 17:51:26,1,1.89,10.5,0.0,13.8,cash,Manhattan,Manhattan
2019-03-09 12:06:03,2019-03-09 12:16:12,1,1.5,9.0,2.45,14.75,credit card,Manhattan,Manhattan
2019-03-12 08:51:14,2019-03-12 08:56:02,1,0.8,5.5,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-27 23:00:04,2019-03-27 23:11:34,1,2.4,10.5,2.86,17.16,credit card,Manhattan,Manhattan
2019-03-18 17:24:49,2019-03-18 17:37:23,1,4.82,15.5,3.96,23.76,credit card,Manhattan,Manhattan
2019-03-19 07:58:43,2019-03-19 08:14:13,1,1.71,11.0,0.0,14.3,cash,Manhattan,Manhattan
2019-03-17 15:56:55,2019-03-17 16:04:39,4,1.3,7.5,0.0,10.8,cash,Manhattan,Manhattan
2019-03-29 17:02:20,2019-03-29 17:08:37,1,0.8,6.0,1.5,11.8,credit card,Manhattan,Manhattan
2019-03-18 22:24:02,2019-03-18 22:32:53,1,3.4,12.0,3.15,18.95,credit card,Manhattan,Brooklyn
2019-03-07 02:05:11,2019-03-07 02:20:48,1,5.21,17.0,6.24,27.04,credit card,Manhattan,Queens
2019-03-05 21:46:53,2019-03-05 21:55:22,1,2.31,9.5,0.0,10.8,cash,Queens,Queens
2019-03-14 23:37:21,2019-03-15 00:17:07,1,17.45,50.5,0.0,60.06,cash,Manhattan,Queens
2019-03-13 13:27:14,2019-03-13 13:40:47,1,1.82,10.5,2.76,16.56,credit card,Manhattan,Manhattan
2019-03-12 16:04:44,2019-03-12 16:54:36,1,9.6,36.0,0.0,36.8,credit card,Queens,Brooklyn
2019-03-09 18:04:14,2019-03-09 18:24:37,1,1.7,13.0,4.85,21.15,credit card,Manhattan,Manhattan
2019-03-22 14:18:40,2019-03-22 14:24:01,1,1.11,6.0,2.32,11.62,credit card,Manhattan,Manhattan
2019-03-22 08:03:01,2019-03-22 08:07:56,1,0.8,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-25 10:14:02,2019-03-25 10:22:22,1,0.7,6.5,0.0,9.8,cash,Manhattan,Manhattan
2019-03-31 16:09:46,2019-03-31 16:25:41,2,2.36,12.0,3.06,18.36,credit card,Manhattan,Manhattan
2019-03-03 17:14:10,2019-03-03 17:22:25,2,1.1,7.5,3.0,13.8,credit card,Manhattan,Manhattan
2019-03-07 18:44:25,2019-03-07 18:52:06,2,0.79,6.5,0.0,10.8,cash,Manhattan,Manhattan
2019-03-20 08:14:56,2019-03-20 08:18:37,1,0.5,4.5,1.95,9.75,credit card,Manhattan,Manhattan
2019-03-23 10:21:54,2019-03-23 10:26:59,1,0.92,5.5,2.2,11.0,credit card,Manhattan,Manhattan
2019-03-09 15:20:41,2019-03-09 15:26:06,1,1.07,6.0,1.0,10.3,credit card,Manhattan,Manhattan
2019-03-10 12:02:06,2019-03-10 12:16:50,1,1.9,11.0,0.0,14.3,cash,Manhattan,Manhattan
2019-03-23 03:03:19,2019-03-23 03:07:46,3,0.51,4.5,1.66,9.96,credit card,Manhattan,Manhattan
2019-03-16 08:41:20,2019-03-16 08:44:52,1,1.3,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-01 12:00:10,2019-03-01 12:08:16,1,0.6,6.5,1.0,10.8,credit card,Manhattan,Manhattan
2019-03-20 13:08:36,2019-03-20 13:33:24,1,13.9,39.0,9.1,54.66,credit card,Queens,Bronx
2019-03-16 10:53:17,2019-03-16 10:56:22,1,1.1,5.0,1.66,9.96,credit card,Manhattan,Manhattan
2019-03-13 22:26:48,2019-03-13 22:37:52,2,2.0,9.5,0.0,13.3,credit card,Manhattan,Manhattan
2019-03-31 10:34:14,2019-03-31 10:39:45,1,1.15,6.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-02 20:11:54,2019-03-02 20:16:02,2,0.5,4.5,0.0,8.3,cash,Manhattan,Manhattan
2019-03-22 09:36:53,2019-03-22 09:48:57,1,0.85,8.5,0.0,11.8,cash,Manhattan,Manhattan
2019-03-13 13:55:10,2019-03-13 14:03:51,1,0.91,7.0,0.0,10.3,cash,Manhattan,Manhattan
2019-03-21 23:11:50,2019-03-21 23:17:26,1,0.64,5.0,0.0,8.8,cash,Manhattan,Manhattan
2019-03-05 23:10:34,2019-03-05 23:20:27,1,1.71,8.5,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-28 15:38:14,2019-03-28 15:40:46,1,0.4,4.0,0.0,7.3,cash,Manhattan,Manhattan
2019-03-27 15:53:39,2019-03-27 16:27:01,1,4.36,23.0,7.89,34.19,credit card,Manhattan,Manhattan
2019-03-21 18:48:43,2019-03-21 19:00:39,1,1.53,9.0,2.66,15.96,credit card,Manhattan,Manhattan
2019-03-22 00:04:23,2019-03-22 00:22:33,1,5.82,19.5,0.0,23.3,credit card,Manhattan,Manhattan
2019-03-04 13:23:05,2019-03-04 13:35:51,1,1.8,10.0,1.0,14.3,credit card,Manhattan,Manhattan
2019-03-24 13:52:46,2019-03-24 14:07:41,1,2.84,12.5,3.16,18.96,credit card,Manhattan,Manhattan
2019-03-04 17:56:08,2019-03-04 18:08:13,1,4.3,14.5,3.75,22.55,credit card,Manhattan,Manhattan
2019-03-26 18:21:34,2019-03-26 18:51:47,2,14.0,39.0,7.0,47.8,credit card,Queens,Queens
2019-03-15 13:23:45,2019-03-15 13:36:25,1,1.2,9.5,0.0,10.3,cash,Manhattan,Manhattan
2019-03-12 14:08:17,2019-03-12 14:17:01,5,1.35,7.5,1.0,11.8,credit card,Manhattan,Manhattan
2019-03-02 00:11:37,2019-03-02 00:30:11,0,2.8,14.5,0.0,18.3,cash,Manhattan,Brooklyn
2019-03-29 13:13:47,2019-03-29 13:21:43,2,0.97,7.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-26 00:16:47,2019-03-26 00:40:47,1,9.8,30.0,3.0,34.3,credit card,Queens,Brooklyn
2019-03-03 03:43:35,2019-03-03 03:58:29,1,3.9,14.5,2.0,20.3,credit card,Manhattan,Manhattan
2019-03-24 11:02:28,2019-03-24 11:18:14,1,1.9,11.0,1.0,15.3,credit card,Manhattan,Manhattan
2019-03-20 15:39:32,2019-03-20 15:43:19,1,0.8,5.0,1.65,9.95,credit card,Manhattan,Manhattan
2019-03-17 17:48:12,2019-03-17 17:59:21,1,1.79,9.0,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-19 08:33:18,2019-03-19 09:05:40,1,7.19,26.0,5.86,35.16,credit card,Manhattan,Manhattan
2019-03-30 18:08:03,2019-03-30 18:16:10,1,1.33,7.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-03 03:26:02,2019-03-03 03:46:42,1,6.85,23.0,0.0,26.8,cash,Manhattan,Manhattan
2019-03-24 17:41:05,2019-03-24 17:54:54,4,2.5,11.5,0.0,14.8,cash,Manhattan,Manhattan
2019-03-06 10:14:42,2019-03-06 10:22:50,1,1.08,7.0,1.0,11.3,credit card,Manhattan,Manhattan
2019-03-24 16:06:04,2019-03-24 16:22:45,1,2.0,12.0,3.05,18.35,credit card,Manhattan,Manhattan
2019-03-12 22:48:31,2019-03-12 23:18:42,2,20.25,52.0,7.94,69.0,credit card,Queens,Manhattan
2019-03-17 21:51:52,2019-03-17 22:05:50,1,2.6,11.5,2.7,18.0,credit card,Manhattan,Manhattan
2019-03-20 19:09:01,2019-03-20 19:32:24,1,4.1,18.0,2.2,24.5,credit card,Manhattan,Manhattan
2019-03-18 06:14:09,2019-03-18 06:35:05,2,9.41,27.5,0.0,30.8,cash,Manhattan,Bronx
2019-03-30 03:04:59,2019-03-30 03:09:17,3,0.71,5.0,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-30 16:36:49,2019-03-30 17:05:41,0,3.0,18.5,5.45,27.25,credit card,Manhattan,Manhattan
2019-03-31 13:37:34,2019-03-31 13:56:07,2,3.5,15.0,0.0,18.3,cash,Manhattan,Manhattan
2019-03-01 21:23:47,2019-03-01 21:35:06,1,2.02,9.5,2.0,15.3,credit card,Manhattan,Manhattan
2019-03-21 22:13:06,2019-03-21 22:15:48,2,0.98,4.5,1.0,9.3,credit card,Manhattan,Manhattan
2019-03-04 13:33:03,2019-03-04 13:35:46,0,0.3,3.5,1.7,8.5,credit card,Manhattan,Manhattan
2019-03-28 16:21:05,2019-03-28 16:32:32,1,1.63,9.0,2.0,15.3,credit card,Manhattan,Manhattan
2019-03-14 13:04:35,2019-03-14 13:12:46,0,0.8,6.5,1.95,11.75,credit card,Manhattan,Manhattan
2019-03-13 12:22:35,2019-03-13 12:31:48,2,1.2,7.5,2.16,12.96,credit card,Manhattan,Manhattan
2019-03-18 08:45:16,2019-03-18 08:52:43,2,1.3,7.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-11 12:11:15,2019-03-11 12:26:28,1,1.25,10.5,2.76,16.56,credit card,Manhattan,Manhattan
2019-03-03 02:48:23,2019-03-03 03:04:56,1,3.9,15.5,5.75,25.05,credit card,Manhattan,Manhattan
2019-03-25 08:16:52,2019-03-25 08:25:15,1,0.82,7.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-09 18:18:11,2019-03-09 19:06:12,1,3.6,27.5,0.0,30.8,cash,Manhattan,Manhattan
2019-03-09 06:20:40,2019-03-09 06:52:17,5,18.71,52.0,11.06,66.36,credit card,Manhattan,Queens
2019-03-20 11:40:28,2019-03-20 11:54:01,6,2.55,11.5,2.96,17.76,credit card,Manhattan,Manhattan
2019-03-06 07:13:42,2019-03-06 07:15:59,6,0.59,4.0,1.46,8.76,credit card,Manhattan,Manhattan
2019-03-15 18:28:02,2019-03-15 18:42:45,1,2.6,12.0,3.25,19.55,credit card,Manhattan,Manhattan
2019-03-12 17:16:00,2019-03-12 17:39:50,1,2.9,16.0,4.0,24.3,credit card,Manhattan,Manhattan
2019-03-14 07:39:30,2019-03-14 07:57:39,3,3.75,15.0,3.66,21.96,credit card,Manhattan,Manhattan
2019-03-26 23:15:16,2019-03-26 23:18:11,1,1.06,5.0,0.0,8.8,cash,Manhattan,Manhattan
2019-03-25 19:14:27,2019-03-25 19:22:42,1,2.8,10.0,2.85,17.15,credit card,Manhattan,Manhattan
2019-03-13 11:17:57,2019-03-13 11:48:39,0,10.0,32.0,5.0,46.06,credit card,Queens,Manhattan
2019-03-05 21:21:28,2019-03-05 21:37:43,4,3.33,14.0,0.89,18.69,credit card,Manhattan,Manhattan
2019-03-30 16:25:20,2019-03-30 16:38:40,1,2.5,11.5,0.0,14.8,cash,Manhattan,Manhattan
2019-03-06 12:39:48,2019-03-06 13:07:21,0,1.4,16.0,3.85,23.15,credit card,Manhattan,Manhattan
2019-03-11 10:10:55,2019-03-11 10:31:03,1,2.2,14.0,3.0,20.3,credit card,Manhattan,Manhattan
2019-03-24 11:35:51,2019-03-24 11:48:01,5,2.08,10.5,4.14,17.94,credit card,Manhattan,Manhattan
2019-03-17 07:46:45,2019-03-17 07:58:42,1,3.5,12.5,2.5,18.3,credit card,Manhattan,Manhattan
2019-03-12 11:29:41,2019-03-12 11:51:42,1,1.9,14.0,3.45,20.75,credit card,Manhattan,Manhattan
2019-03-10 15:29:52,2019-03-10 15:38:53,1,1.55,8.0,2.26,13.56,credit card,Manhattan,Manhattan
2019-03-06 12:28:21,2019-03-06 12:49:33,1,1.42,13.5,0.0,16.8,cash,Manhattan,Manhattan
2019-03-04 15:59:58,2019-03-04 16:10:45,1,1.6,9.0,2.66,15.96,credit card,Manhattan,Manhattan
2019-03-20 02:56:53,2019-03-20 03:04:30,1,2.5,9.0,2.55,15.35,credit card,Manhattan,Manhattan
2019-03-20 08:15:02,2019-03-20 08:38:08,1,5.59,18.03,0.0,18.33,credit card,Manhattan,Manhattan
2019-03-25 00:44:17,2019-03-25 01:11:38,1,16.65,45.5,9.36,56.16,credit card,Queens,Brooklyn
2019-03-18 20:04:16,2019-03-18 20:19:16,1,1.9,11.0,3.7,18.5,credit card,Manhattan,Manhattan
2019-03-17 16:33:53,2019-03-17 16:47:01,0,1.8,10.0,3.45,17.25,credit card,Manhattan,Manhattan
2019-03-21 23:14:00,2019-03-21 23:34:24,1,7.03,23.0,4.86,29.16,credit card,Queens,Brooklyn
2019-03-02 11:31:58,2019-03-02 12:20:52,1,25.28,70.0,0.0,70.8,credit card,Manhattan,Brooklyn
2019-03-31 05:24:37,2019-03-31 05:30:41,1,2.01,7.5,0.0,11.3,cash,Manhattan,Manhattan
2019-03-08 18:13:45,2019-03-08 18:39:44,1,2.8,17.5,4.35,26.15,credit card,Manhattan,Manhattan
2019-03-31 02:00:16,2019-03-31 02:08:02,1,2.28,8.5,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-17 06:44:41,2019-03-17 07:37:48,1,9.13,38.0,6.5,47.8,credit card,Manhattan,Brooklyn
2019-03-03 12:30:23,2019-03-03 12:32:39,1,0.81,4.5,1.56,9.36,credit card,Manhattan,Manhattan
2019-03-05 19:32:50,2019-03-05 20:03:36,1,5.62,24.0,8.49,36.79,credit card,Manhattan,Manhattan
2019-03-06 09:58:02,2019-03-06 09:59:51,1,0.42,3.5,0.0,6.8,cash,Manhattan,Manhattan
2019-03-14 07:24:47,2019-03-14 07:32:31,5,1.3,7.0,1.0,11.3,credit card,Manhattan,Manhattan
2019-03-14 00:58:47,2019-03-14 01:05:27,1,1.18,6.5,0.0,10.3,cash,Manhattan,Manhattan
2019-03-16 08:36:04,2019-03-16 08:41:57,1,1.3,6.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-29 16:13:27,2019-03-29 16:29:15,2,2.1,11.5,3.15,18.95,credit card,Manhattan,Manhattan
2019-03-15 20:44:22,2019-03-15 21:11:32,1,3.37,17.5,4.26,25.56,credit card,Manhattan,Manhattan
2019-03-20 13:57:02,2019-03-20 14:03:23,1,0.7,6.0,1.85,11.15,credit card,Manhattan,Manhattan
2019-03-05 16:31:58,2019-03-05 16:46:19,2,1.1,9.5,0.0,13.8,cash,Manhattan,Manhattan
2019-03-06 16:14:09,2019-03-06 16:22:17,1,0.7,6.5,2.2,13.0,credit card,Manhattan,Manhattan
2019-03-30 15:56:42,2019-03-30 16:06:54,1,0.96,8.0,1.0,12.3,credit card,Manhattan,Manhattan
2019-03-23 15:26:08,2019-03-23 15:39:28,1,1.73,10.0,0.0,13.3,cash,Manhattan,Manhattan
2019-03-29 23:59:36,2019-03-30 00:11:12,1,1.65,9.5,0.0,13.3,cash,Manhattan,Manhattan
2019-03-23 20:30:49,2019-03-23 20:37:36,1,1.26,6.5,1.0,11.3,credit card,Manhattan,Manhattan
2019-03-21 08:24:31,2019-03-21 08:30:52,1,0.7,6.0,0.0,9.3,cash,Manhattan,Manhattan
2019-03-30 19:49:38,2019-03-30 19:55:05,1,1.11,6.0,1.86,11.16,credit card,Manhattan,Manhattan
2019-03-26 19:35:42,2019-03-26 19:42:57,1,0.95,6.5,1.75,12.55,credit card,Manhattan,Manhattan
2019-03-14 02:45:24,2019-03-14 03:13:13,1,17.95,52.0,0.0,55.3,cash,Queens,Manhattan
2019-03-03 01:19:54,2019-03-03 01:25:48,2,1.0,5.5,1.85,11.15,credit card,Manhattan,Manhattan
2019-03-27 13:40:32,2019-03-27 14:01:05,1,2.3,14.0,0.0,17.3,cash,Manhattan,Manhattan
2019-03-01 17:35:40,2019-03-01 17:44:16,1,1.1,7.5,2.35,14.15,credit card,Manhattan,Manhattan
2019-03-31 00:35:35,2019-03-31 01:12:22,1,7.58,28.5,8.08,40.38,credit card,Manhattan,Brooklyn
2019-03-30 23:41:35,2019-03-30 23:47:03,2,0.78,5.5,0.0,9.3,cash,Manhattan,Manhattan
2019-03-25 16:18:47,2019-03-25 16:45:18,1,8.54,24.74,0.0,25.54,credit card,Manhattan,Manhattan
2019-03-17 10:14:48,2019-03-17 10:20:48,1,1.6,7.5,2.15,12.95,credit card,Manhattan,Manhattan
2019-03-24 15:43:02,2019-03-24 16:02:57,1,3.2,14.5,0.0,15.3,cash,,
2019-03-10 16:38:09,2019-03-10 17:03:03,1,2.4,17.0,4.25,25.55,credit card,Manhattan,Manhattan
2019-03-22 01:17:50,2019-03-22 01:30:05,1,2.3,10.0,2.76,16.56,credit card,Manhattan,Manhattan
2019-03-16 20:41:56,2019-03-16 21:01:01,1,2.24,13.0,3.36,20.16,credit card,Manhattan,Manhattan
2019-03-07 08:00:37,2019-03-07 08:17:09,1,1.94,12.0,1.0,16.3,credit card,Manhattan,Manhattan
2019-03-01 04:34:21,2019-03-01 04:37:26,1,0.8,5.0,2.2,11.0,credit card,Manhattan,Manhattan
2019-03-14 21:38:23,2019-03-14 21:59:57,1,4.96,20.5,4.86,29.16,credit card,Manhattan,Manhattan
2019-03-23 23:11:00,2019-03-23 23:29:19,1,4.4,16.5,0.0,20.3,cash,Brooklyn,Manhattan
2019-03-27 09:22:23,2019-03-27 09:27:39,1,1.2,6.0,2.3,11.6,credit card,Manhattan,Manhattan
2019-03-26 09:55:06,2019-03-26 10:08:32,1,1.2,9.5,1.28,14.08,credit card,Manhattan,Manhattan
2019-03-19 22:20:25,2019-03-19 22:20:38,1,0.0,52.0,0.0,61.06,cash,Manhattan,Manhattan
2019-03-06 20:24:07,2019-03-06 20:33:04,1,1.17,7.5,0.0,11.3,cash,Manhattan,Manhattan
2019-03-01 16:58:58,2019-03-01 17:13:43,4,1.8,10.5,0.0,14.8,cash,Manhattan,Manhattan
2019-03-18 00:12:29,2019-03-18 00:31:33,1,3.9,16.0,0.0,19.8,cash,Manhattan,Brooklyn
2019-03-02 17:20:18,2019-03-02 17:24:41,1,1.13,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-25 19:31:15,2019-03-25 19:36:58,1,1.1,6.0,2.05,12.35,credit card,Manhattan,Manhattan
2019-03-11 19:48:44,2019-03-11 19:52:02,3,0.4,4.0,1.11,6.91,credit card,Manhattan,Manhattan
2019-03-26 23:15:44,2019-03-26 23:21:17,2,1.19,6.0,1.96,11.76,credit card,Manhattan,Manhattan
2019-03-30 21:54:45,2019-03-30 21:58:44,1,0.8,5.0,1.0,9.8,credit card,Manhattan,Manhattan
2019-03-03 08:52:15,2019-03-03 08:54:35,1,0.82,4.5,1.0,8.8,credit card,Manhattan,Manhattan
2019-03-05 14:19:19,2019-03-05 14:38:29,5,1.55,12.5,3.16,18.96,credit card,Manhattan,Manhattan
2019-03-24 17:29:22,2019-03-24 18:04:25,1,6.3,27.5,0.0,30.8,credit card,Manhattan,Brooklyn
2019-03-15 08:19:13,2019-03-15 09:06:10,1,10.54,40.0,12.26,61.32,credit card,Manhattan,Queens
2019-03-14 01:33:26,2019-03-14 01:45:58,1,4.17,14.5,3.66,21.96,credit card,Manhattan,Manhattan
2019-03-01 22:48:59,2019-03-01 22:50:37,1,0.0,3.0,0.0,6.8,,Manhattan,Manhattan
2019-03-19 20:13:26,2019-03-19 20:16:31,3,0.6,4.0,1.17,8.97,credit card,Manhattan,Manhattan
2019-03-07 18:38:42,2019-03-07 18:50:28,1,1.9,9.5,2.75,16.55,credit card,Manhattan,Manhattan
2019-03-26 20:20:25,2019-03-26 20:24:43,1,0.63,5.0,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-24 11:24:51,2019-03-24 11:40:08,1,6.95,21.0,4.86,29.16,credit card,Manhattan,Manhattan
2019-03-23 19:41:05,2019-03-23 19:52:03,1,1.11,8.5,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-06 07:09:31,2019-03-06 07:16:26,1,1.33,7.0,2.06,12.36,credit card,Manhattan,Manhattan
2019-03-10 10:27:55,2019-03-10 10:31:06,5,0.63,4.5,1.56,9.36,credit card,Manhattan,Manhattan
2019-03-25 23:43:07,2019-03-25 23:53:36,1,2.21,10.0,2.0,15.8,credit card,Manhattan,Manhattan
2019-03-24 00:44:57,2019-03-24 00:50:04,1,1.2,6.0,1.95,11.75,credit card,Manhattan,Manhattan
2019-03-02 23:52:13,2019-03-03 00:03:03,2,1.3,8.5,2.45,14.75,credit card,Manhattan,Manhattan
2019-03-10 11:40:26,2019-03-10 11:57:05,2,2.66,12.5,2.0,17.8,credit card,Manhattan,Manhattan
2019-03-03 19:55:46,2019-03-03 20:00:51,2,1.04,5.5,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-21 01:03:46,2019-03-21 01:11:46,1,2.3,10.0,0.0,13.8,cash,Manhattan,Brooklyn
2019-03-31 09:46:28,2019-03-31 09:59:19,1,3.41,12.5,1.0,16.8,credit card,Manhattan,Manhattan
2019-03-08 21:21:11,2019-03-08 21:36:12,1,3.2,12.5,2.0,18.3,credit card,Manhattan,Manhattan
2019-03-06 11:21:48,2019-03-06 11:28:03,1,0.55,5.5,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-05 21:37:44,2019-03-05 21:47:19,2,1.47,8.0,2.36,14.16,credit card,Manhattan,Manhattan
2019-03-02 20:35:28,2019-03-02 20:49:47,1,4.23,14.0,0.0,15.3,cash,Queens,Queens
2019-03-30 18:22:55,2019-03-30 18:33:31,1,1.54,9.0,2.46,14.76,credit card,Manhattan,Manhattan
2019-03-07 17:27:34,2019-03-07 18:13:45,1,6.6,30.0,0.0,31.8,credit card,Brooklyn,Brooklyn
2019-03-07 15:39:11,2019-03-07 15:44:31,3,0.7,5.5,1.76,10.56,credit card,Manhattan,Manhattan
2019-03-28 08:21:02,2019-03-28 08:38:34,1,2.12,12.5,0.0,15.8,cash,Manhattan,Manhattan
2019-03-07 13:02:20,2019-03-07 13:31:13,2,1.7,17.5,4.15,24.95,credit card,Manhattan,Manhattan
2019-03-19 11:34:17,2019-03-19 11:44:36,1,1.87,8.0,0.0,11.3,cash,Manhattan,Manhattan
2019-03-12 09:49:24,2019-03-12 10:04:38,6,0.97,10.0,2.66,15.96,credit card,Manhattan,Manhattan
2019-03-29 10:12:47,2019-03-29 10:46:28,1,3.53,22.0,1.0,26.3,credit card,Manhattan,Manhattan
2019-03-02 01:17:14,2019-03-02 01:36:17,1,3.55,14.5,2.5,20.8,credit card,Manhattan,Manhattan
2019-03-13 21:19:22,2019-03-13 21:28:57,1,1.8,8.5,2.45,14.75,credit card,Manhattan,Manhattan
2019-03-21 06:11:24,2019-03-21 06:25:22,1,2.35,11.0,3.58,17.88,credit card,Manhattan,Manhattan
2019-03-17 12:53:40,2019-03-17 13:35:57,1,3.44,25.5,5.76,34.56,credit card,Manhattan,Manhattan
2019-03-16 21:38:23,2019-03-16 21:42:25,1,0.62,4.5,0.0,8.3,cash,Manhattan,Manhattan
2019-03-27 22:08:33,2019-03-27 22:17:03,1,1.2,7.5,2.25,13.55,credit card,Manhattan,Manhattan
2019-03-12 22:25:07,2019-03-12 22:33:04,4,1.74,8.0,1.0,12.8,credit card,Manhattan,Manhattan
2019-03-11 06:16:57,2019-03-11 06:30:36,1,4.4,14.5,1.78,19.58,credit card,Manhattan,Manhattan
2019-03-09 18:37:06,2019-03-09 18:42:32,1,1.22,6.0,2.32,11.62,credit card,Manhattan,Manhattan
2019-03-19 07:16:42,2019-03-19 07:27:21,1,2.0,9.5,3.2,16.0,credit card,Manhattan,Manhattan
2019-03-12 22:37:37,2019-03-12 22:43:19,2,1.0,6.0,1.95,11.75,credit card,Manhattan,Manhattan
2019-03-09 19:17:01,2019-03-09 19:21:59,1,0.94,5.5,1.32,10.12,credit card,Manhattan,Manhattan
2019-03-20 18:00:57,2019-03-20 18:06:41,1,1.13,6.5,0.0,10.8,cash,Manhattan,Manhattan
2019-03-03 17:54:59,2019-03-03 17:59:25,2,0.4,4.5,1.0,8.8,credit card,Manhattan,Manhattan
2019-03-11 13:58:50,2019-03-11 14:04:51,1,0.7,5.5,0.0,8.8,cash,Manhattan,Manhattan
2019-03-21 13:18:35,2019-03-21 13:41:06,1,2.2,15.0,3.65,21.95,credit card,Manhattan,Manhattan
